epoch,accuracy,loss,val_accuracy,val_loss
0,0.9306041598320007,0.2249843329191208,0.9773333072662354,0.07477875053882599
1,0.981166660785675,0.06061767414212227,0.9856666922569275,0.04908420890569687
2,0.9864374995231628,0.04291209578514099,0.9882500171661377,0.04268048703670502
3,0.9893958568572998,0.03361007571220398,0.9878333210945129,0.042197275906801224
4,0.9916250109672546,0.027070732787251472,0.9860000014305115,0.04370047152042389
